date,GBPUSD,isPartial
2017-03-05,16,False
2017-03-12,17,False
2017-03-19,14,False
2017-03-26,19,False
2017-04-02,11,False
2017-04-09,10,False
2017-04-16,19,False
2017-04-23,13,False
2017-04-30,13,False
2017-05-07,12,False
2017-05-14,11,False
2017-05-21,13,False
2017-05-28,13,False
2017-06-04,28,False
2017-06-11,16,False
2017-06-18,11,False
2017-06-25,12,False
2017-07-02,9,False
2017-07-09,12,False
2017-07-16,12,False
2017-07-23,10,False
2017-07-30,13,False
2017-08-06,9,False
2017-08-13,10,False
2017-08-20,10,False
2017-08-27,10,False
2017-09-03,12,False
2017-09-10,17,False
2017-09-17,15,False
2017-09-24,13,False
2017-10-01,13,False
2017-10-08,13,False
2017-10-15,13,False
2017-10-22,11,False
2017-10-29,15,False
2017-11-05,12,False
2017-11-12,11,False
2017-11-19,10,False
2017-11-26,17,False
2017-12-03,17,False
2017-12-10,13,False
2017-12-17,11,False
2017-12-24,8,False
2017-12-31,13,True
