date,EURMAD,isPartial
2017-07-16,42,False
2017-07-23,39,False
2017-07-30,0,False
2017-08-06,53,False
2017-08-13,36,False
2017-08-20,35,False
2017-08-27,40,False
2017-09-03,52,False
2017-09-10,34,False
2017-09-17,79,False
2017-09-24,35,False
2017-10-01,34,False
2017-10-08,34,False
2017-10-15,45,False
2017-10-22,45,False
2017-10-29,34,False
2017-11-05,0,False
2017-11-12,33,False
2017-11-19,0,False
2017-11-26,59,False
2017-12-03,34,False
2017-12-10,33,False
2017-12-17,34,False
2017-12-24,0,False
2017-12-31,0,True
