date,USDZAR,isPartial
2017-07-23,23,False
2017-07-30,35,False
2017-08-06,48,False
2017-08-13,24,False
2017-08-20,19,False
2017-08-27,27,False
2017-09-03,23,False
2017-09-10,27,False
2017-09-17,30,False
2017-09-24,27,False
2017-10-01,25,False
2017-10-08,25,False
2017-10-15,26,False
2017-10-22,39,False
2017-10-29,39,False
2017-11-05,32,False
2017-11-12,37,False
2017-11-19,37,False
2017-11-26,49,False
2017-12-03,41,False
2017-12-10,42,False
2017-12-17,84,False
2017-12-24,49,False
2017-12-31,45,True
