date,GBPEUR,isPartial
2013-01-06,5,False
2013-01-13,5,False
2013-01-20,5,False
2013-01-27,8,False
2013-02-03,7,False
2013-02-10,6,False
2013-02-17,8,False
2013-02-24,8,False
2013-03-03,6,False
2013-03-10,8,False
2013-03-17,10,False
2013-03-24,9,False
2013-03-31,6,False
2013-04-07,5,False
2013-04-14,6,False
2013-04-21,6,False
2013-04-28,8,False
2013-05-05,5,False
2013-05-12,5,False
2013-05-19,5,False
2013-05-26,7,False
2013-06-02,6,False
2013-06-09,5,False
2013-06-16,4,False
2013-06-23,6,False
2013-06-30,5,False
2013-07-07,6,False
2013-07-14,7,False
2013-07-21,6,False
2013-07-28,4,False
2013-08-04,6,False
2013-08-11,5,False
2013-08-18,5,False
2013-08-25,5,False
2013-09-01,4,False
2013-09-08,4,False
2013-09-15,6,False
2013-09-22,5,False
2013-09-29,6,False
2013-10-06,4,False
2013-10-13,4,False
2013-10-20,4,False
2013-10-27,4,False
2013-11-03,6,False
2013-11-10,5,False
2013-11-17,6,False
2013-11-24,6,False
2013-12-01,5,False
2013-12-08,5,False
2013-12-15,5,False
2013-12-22,4,False
2013-12-29,5,False
2014-01-05,6,False
2014-01-12,6,False
2014-01-19,6,False
2014-01-26,7,False
2014-02-02,6,False
2014-02-09,4,False
2014-02-16,6,False
2014-02-23,6,False
2014-03-02,6,False
2014-03-09,5,False
2014-03-16,4,False
2014-03-23,6,False
2014-03-30,5,False
2014-04-06,6,False
2014-04-13,4,False
2014-04-20,5,False
2014-04-27,6,False
2014-05-04,7,False
2014-05-11,4,False
2014-05-18,4,False
2014-05-25,4,False
2014-06-01,6,False
2014-06-08,7,False
2014-06-15,7,False
2014-06-22,6,False
2014-06-29,6,False
2014-07-06,5,False
2014-07-13,5,False
2014-07-20,7,False
2014-07-27,7,False
2014-08-03,9,False
2014-08-10,5,False
2014-08-17,5,False
2014-08-24,5,False
2014-08-31,8,False
2014-09-07,9,False
2014-09-14,10,False
2014-09-21,10,False
2014-09-28,8,False
2014-10-05,5,False
2014-10-12,7,False
2014-10-19,6,False
2014-10-26,5,False
2014-11-02,7,False
2014-11-09,6,False
2014-11-16,7,False
2014-11-23,6,False
2014-11-30,7,False
2014-12-07,4,False
2014-12-14,9,False
2014-12-21,5,False
2014-12-28,7,False
2015-01-04,10,False
2015-01-11,15,False
2015-01-18,20,False
2015-01-25,19,False
2015-02-01,10,False
2015-02-08,10,False
2015-02-15,11,False
2015-02-22,11,False
2015-03-01,13,False
2015-03-08,25,False
2015-03-15,17,False
2015-03-22,13,False
2015-03-29,14,False
2015-04-05,14,False
2015-04-12,11,False
2015-04-19,9,False
2015-04-26,10,False
2015-05-03,17,False
2015-05-10,16,False
2015-05-17,12,False
2015-05-24,12,False
2015-05-31,10,False
2015-06-07,9,False
2015-06-14,15,False
2015-06-21,16,False
2015-06-28,28,False
2015-07-05,25,False
2015-07-12,26,False
2015-07-19,18,False
2015-07-26,16,False
2015-08-02,14,False
2015-08-09,8,False
2015-08-16,11,False
2015-08-23,20,False
2015-08-30,10,False
2015-09-06,11,False
2015-09-13,10,False
2015-09-20,9,False
2015-09-27,8,False
2015-10-04,6,False
2015-10-11,8,False
2015-10-18,9,False
2015-10-25,9,False
2015-11-01,12,False
2015-11-08,11,False
2015-11-15,11,False
2015-11-22,11,False
2015-11-29,13,False
2015-12-06,9,False
2015-12-13,10,False
2015-12-20,8,False
2015-12-27,7,False
2016-01-03,12,False
2016-01-10,10,False
2016-01-17,14,False
2016-01-24,12,False
2016-01-31,10,False
2016-02-07,12,False
2016-02-14,10,False
2016-02-21,19,False
2016-02-28,13,False
2016-03-06,16,False
2016-03-13,12,False
2016-03-20,14,False
2016-03-27,7,False
2016-04-03,10,False
2016-04-10,9,False
2016-04-17,10,False
2016-04-24,13,False
2016-05-01,11,False
2016-05-08,9,False
2016-05-15,10,False
2016-05-22,14,False
2016-05-29,12,False
2016-06-05,14,False
2016-06-12,20,False
2016-06-19,100,False
2016-06-26,74,False
2016-07-03,43,False
2016-07-10,35,False
2016-07-17,21,False
2016-07-24,15,False
2016-07-31,20,False
2016-08-07,14,False
2016-08-14,16,False
2016-08-21,14,False
2016-08-28,13,False
2016-09-04,13,False
2016-09-11,11,False
2016-09-18,13,False
2016-09-25,9,False
2016-10-02,33,False
2016-10-09,29,False
2016-10-16,18,False
2016-10-23,16,False
2016-10-30,23,False
2016-11-06,24,False
2016-11-13,17,False
2016-11-20,21,False
2016-11-27,19,False
2016-12-04,23,False
2016-12-11,15,False
2016-12-18,13,False
2016-12-25,10,False
2017-01-01,9,False
2017-01-08,15,False
2017-01-15,28,False
2017-01-22,16,False
2017-01-29,15,False
2017-02-05,11,False
2017-02-12,13,False
2017-02-19,12,False
2017-02-26,12,False
