date,EURCHF,isPartial
2016-07-10,5,False
2016-07-17,4,False
2016-07-24,3,False
2016-07-31,3,False
2016-08-07,5,False
2016-08-14,4,False
2016-08-21,4,False
2016-08-28,4,False
2016-09-04,2,False
2016-09-11,2,False
2016-09-18,2,False
2016-09-25,2,False
2016-10-02,2,False
2016-10-09,5,False
2016-10-16,3,False
2016-10-23,6,False
2016-10-30,5,False
2016-11-06,8,False
2016-11-13,7,False
2016-11-20,4,False
2016-11-27,7,False
2016-12-04,5,False
2016-12-11,4,False
2016-12-18,8,False
2016-12-25,2,False
2017-01-01,5,False
2017-01-08,3,False
2017-01-15,5,False
2017-01-22,6,False
2017-01-29,5,False
2017-02-05,5,False
2017-02-12,2,False
2017-02-19,3,False
2017-02-26,6,False
2017-03-05,5,False
2017-03-12,3,False
2017-03-19,4,False
2017-03-26,3,False
2017-04-02,2,False
2017-04-09,4,False
2017-04-16,4,False
2017-04-23,7,False
2017-04-30,4,False
2017-05-07,8,False
2017-05-14,3,False
2017-05-21,5,False
2017-05-28,3,False
2017-06-04,4,False
2017-06-11,6,False
2017-06-18,5,False
2017-06-25,4,False
2017-07-02,4,False
2017-07-09,7,False
2017-07-16,5,False
2017-07-23,8,False
2017-07-30,13,False
2017-08-06,12,False
2017-08-13,6,False
2017-08-20,7,False
2017-08-27,7,False
2017-09-03,4,False
2017-09-10,6,False
2017-09-17,7,False
2017-09-24,6,False
2017-10-01,9,False
2017-10-08,7,False
2017-10-15,6,False
2017-10-22,11,False
2017-10-29,6,False
2017-11-05,7,False
2017-11-12,6,False
2017-11-19,6,False
2017-11-26,9,False
2017-12-03,8,False
2017-12-10,8,False
2017-12-17,8,True
